yr,sero,strainID,coord1,coord2,coord3,is_missAG
2014,3,00146/14,2.552570354984579,-1.8241699739019388,2.2791029952197985,0
2014,3,00560/14,2.9054459019985357,-1.0783726203409432,2.1994987236134027,0
2014,3,00654/14,2.7828253321126755,-1.4804596881830965,3.3988748036989564,0
2014,3,00739/14,3.357377239801658,-2.035165867032195,2.7903148412340077,0
1994,4,00329/94,1.5896029931065525,-2.111112826019892,-1.7396694459367446,0
1994,4,00615/94,1.3334069915275777,-1.708417040587798,-1.5073761764589122,0
1995,4,00036/95,2.1327943645376224,-3.1357803888218316,-2.4488963691891725,0
1995,4,00241/95,1.2414065308959472,-0.4303431213194536,-0.5107930937352767,0
1995,4,00425/95,1.1454813791536134,-2.527940358592106,-1.9241522362282688,0
1995,4,00458/95,1.3493392295084974,-1.1141193304334678,-1.0475903841035823,0
1995,4,01569/95,0.97582747119493,-1.6869189180559083,-1.3800486991181875,0
1996,4,01129/96,1.4602030870159812,-2.081597930351248,-1.8767721240477504,0
1996,4,01626/96,1.3776748866402628,-2.5263213738458163,-1.076949662390435,0
1997,4,00049/97,1.1187166186302508,-1.8297532324013157,-1.21125645469958,0
1997,4,02739/97,0.5252387147449477,-1.8692907335186415,-1.067738303660061,0
1998,4,04634/98,2.055030871702702,-2.023365218331876,-1.3290463743623628,0
1998,4,04786/98,1.0757908463233108,-0.949205604079588,-0.7911807761102916,0
1998,4,06181/98,1.1848743601249332,-1.713522351353617,-1.2897650924262785,0
1998,4,06523/98,0.5636259833435595,-0.49429386740491593,-0.5150339449548419,0
1998,4,06564/98,1.2673066063457232,-0.721703716699643,-1.341364233246355,0
1999,4,04390/99,2.4539792460825485,-1.9676631589965643,-1.686339971618762,0
1999,4,05538/99,1.1989267289390908,-3.605918145891089,-2.2454884372421877,0
2000,4,02021/00,2.907779963141087,-3.571050565108767,-2.644090283334734,0
2000,4,02143/00,1.1843207349419762,-1.830346547556649,-1.7891004803933694,0
2000,4,05496/00,0.6090601851380136,-1.8301170178243271,-1.200064863518345,0
2000,4,05997/00,1.0641916545867536,-0.6037651165666519,-1.2606317927105704,0
2001,4,00103/01,0.8181095940738471,-1.1467541003551396,-0.899140200050649,0
2001,4,00886/01,2.202010443150797,-1.742032520682536,-1.6017890861657498,0
2001,4,04094/01,1.4362567710964516,-3.1443912682696986,-2.157181045753825,0
2001,4,04134/01,1.0571630017621791,-2.7662842017904135,-2.254973715890859,0
2001,4,05386/01,2.7783071425536696,-2.746245814384092,-1.5147471719287546,0
2001,4,06019/01,0.9131115367731932,-0.7277563816091421,-1.453798397409605,0
2001,4,06949/01,0.7453312561568864,-1.0976184901221029,-1.130791886028164,0
2002,4,01222/02,2.9394296166589062,-2.6027615543451805,-1.8335784512597673,0
2002,4,03060/02,1.6429800688287408,-2.015737193815061,-1.4577111086655368,0
2002,4,03096/02,1.2538696351377434,-1.1162548834044033,-1.504756756691746,0
2002,4,03113/02,1.1288294668629322,-0.9768518110744276,-1.4363299770305349,0
2002,4,03169/02,0.17914976738667512,-0.05199219492280815,-0.519270688410332,0
2003,4,02207/03,1.5250117934764993,-2.786779448921299,-1.9335818227905792,0
2003,4,02377/03,0.6183132360089716,-1.3265091929978374,-1.0818512655503216,0
2004,4,00217/04,0.7223588048741766,-0.22779512611979888,-0.9542758860919186,0
2004,4,00624/04,0.6270648520118275,-0.9936493174829236,-0.8457735170195718,0
2004,4,00965/04,1.0067759837022323,-0.4833443768484401,-1.096795128716615,0
2004,4,01315/04,0.5297152904555096,-0.03722774927060712,-0.7824758446974713,0
2004,4,01369/04,1.2830399484310673,-1.3794682211350913,-1.337781441291988,0
2004,4,01544/04,1.4259380892178175,-2.2884943284666437,-2.18878820013018,0
2005,4,00201/05,0.9767157835612026,-1.1391887921962414,-1.312314929723399,0
2006,4,00047/06,-0.06027077542008623,-0.16414607754733432,-0.7214439785087574,0
2006,4,00189/06,0.6412833467147704,0.4979047343859212,-1.1258376940664816,0
